Commitments ,Main Category ,Additional Category [1],Additional Category [2],Additional Category [3],Additional Category [4],Policy , Source Heading ,Time Specified ,Political Party ,abbr
"आदिवासीहरुको भाषा, संस्कृति, ज्ञान, सिप लगायत सामुदायिक मुल्य मान्यताहरुलाई संरक्षण र सम्बद्धन गरिने छ ।",Indigenous rights,Protection of indigenous culture & practices,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNM ,IR
दुर्गम तथा कर्णाली लगायतका पिछडिएका क्षेत्रहरुको स्थानिय तहहरुलाई विशेष क्षेत्रको रुपमा सञ्चालन गर्न जोड दिइनेछ ।,Indigenous rights,N/A ,N/A ,N/A ,N/A ,No ,आदिवासी जनजातिको अधिकार: स्वायत्तता र अग्राधिकारः,No ,CPNM ,IR
"सहिद परिवार, वेपत्ता योद्धा परिवार, घाइते, अपाङ्गता भएका व्यक्तिहरुको सम्मान, संरक्षण, स्वास्थ उपचार, शिक्षा, सिप विकास, रोजगार र पुर्नस्थापनालगायतका कार्यक्रमहरुमा विशेष प्राथमिकता दिइने छ ।",Martyr,Family of missing soldier,"Education, skills development, employment and rehabilitation",N/A ,N/A ,No ,जनयुद्धकालिन सहिद र वेपत्ता योद्धाः हाम्रो गौरवपूर्ण महानताः,No ,CPNM ,MY
"स्थानीय तहलाई न्यायिक अधिकारसमेतको व्यवस्था भएको स्थितिमा निष्पक्ष, स्वतन्त्र, जनउत्तरदायी र छिटोछरितो न्याय सेवा प्रदान गर्ने व्यवस्था गरिने छ ।",Judiciary,Judicial authority to the local level provision,N/A ,N/A ,N/A ,No ,न्याय क्षेत्रः निष्पक्ष र जनउत्तरदायी न्यायसेवाः,No ,CPNM ,JU
जनयुद्धकालिन मुद्धहरुलाई मेलमिलापद्वारा समाधान गर्न जोड दिइनेछ । स्थानीय स्तरमा मेलमिलाप केन्द्रहरु स्थापना गरी मुद्दाहरुलाई जनस्तरमा नै मेलमिलाप गर्नका लागि जोड दिइने छ ।,Judiciary,Civil war reconciliation ,Reconciliation centers at the local level,N/A ,N/A ,No ,न्याय क्षेत्रः निष्पक्ष र जनउत्तरदायी न्यायसेवाः,No ,CPNM ,JU
"शान्ति सुरक्षाको व्यवस्था स्थानीय तहलाई क्षेत्राधिकार तोकिएको छ । अतः शान्ति सुरक्षालाई प्रभावकारी बनाउन, चुस्त प्रहरी निकायको गठनका साथै सुरक्षामा जनसहभागितामूलक नीतिलाई अवलम्वन गरिने छ ।",Peace & Security ,N/A ,N/A ,N/A ,N/A ,No ,शान्ति सुरक्षा र जनसहभागिताः,No ,CPNM ,PS
नेपाल भारतबीच तीनतिर खुला सीमाना रहेको छ । खुला सीमानाबाट सीमा अतिक्रमण र जनसांख्यिक अतिक्रमण बढ्दो छ । अतः त्यसलाई नियन्त्रण गर्नका लागि ती खुला सीमाक्षेत्रसँग जोडिएका नगर वा गाउँपालिकाहरुमार्फत् सीमा सुरक्षा र जनसांख्यिक अतिक्रमण हुन नदिने नीति अवलम्बन गरिने छ । सीमावर्ती क्षेत्रका स्थानीय जनता स्वयम्लाई सीमा सुरक्षाको जनआधारको रुपमा विकास गर्न जोड दिइने छ ।,Border encroachment ,Open border infraction,Border security mass base,N/A ,N/A ,No ,सीमा अतिक्रमण र स्वाधीनताको रक्षाः,No ,CPNM ,BE
सूचना संचारलाई पनि स्थानीय तहलाई क्षेत्राधिकार तोकिएको छ । जनमुखी सूचना सञ्चार प्रणालीलाई अवलम्वन गर्न जोड दिइने छ । गाउँ गाउँमा फ्रि वाइफाइको व्यवस्था गरिने छ ।,Communication,Pro Information and Communication System,Free Wi-Fi,N/A ,N/A ,No ,सूचना संचारः जनजागरणको आधारः,No ,CPNM ,CO
युवाहरुको सर्वाङ्गिन विकासको लागि प्रत्येक गाउँ/नगर र वडाहरुमा खेलकुद मैदानको व्यवस्था गरी खेलकुदको विकासको व्यवस्था गरिनेछ ।,Youth,Sports ground in each wards,N/A ,N/A ,N/A ,No ,युवा र खेलकुदः,No ,CPNM ,YO
3,NGO,INGO,N/A ,N/A ,N/A ,No ,गैरसरकारी संस्था र जनसेवाः,No ,CPNM ,NG
जनस्तरमा बनेका जनसेवामुखी संस्थाहरुलाई राज्यको नियन्त्रण र व्यवस्थापनमा सामाजिक सेवामुखी क्षेत्रहरुमा परिचालन गर्ने नीति अवलम्वन गरिने छ ।,NGO,INGO,Social service centre ,N/A ,N/A ,No ,गैरसरकारी संस्था र जनसेवाः,No ,CPNM ,NG
विदेशी दातृ निकायहरुमार्फत् एनजीओ/आइएनजीओहरुले सिधै सहायता लिई खर्च गर्ने व्यवस्थालाई परिवर्तन गरी राज्यको एकद्वार प्रणालीमार्फत् आवश्यकताअनुसार विदेशी अनुदान/सहयोग लिने र खर्च गर्ने व्यवस्था मिलाइने छ ।,NGO,INGO,N/A,N/A,N/A,No ,गैरसरकारी संस्था र जनसेवाः,No ,CPNM ,NG
संवैधानिक व्यवस्थाअनुसार स्थानीय तहको राजनीतिक प्रणाली सामान्यतया लोकतान्त्रिक प्रणाली हुने भए तापनि त्यसलाई वास्तविक र जनसहभागितामूलक समावेशी लोकतन्त्रको अभ्यासलाई सजीव र जीवन्त रुपमा व्यवहारमा रुपान्तरण गरिनेछ ।,Inclusive Democracy ,N/A ,N/A ,N/A ,N/A ,No ,राजनीतिः जनसहभागितामूलक समावेशी लोकतन्त्रको जग नै स्थानीय तहः,No ,NC,ID
प्रत्यक्ष निर्वाचन तथा स्वच्छ प्रतिस्पर्धात्मक दलगत प्रणालीलाई अवलम्बन गरिने छ ।,Inclusive Democracy ,N/A ,N/A ,N/A ,N/A ,No ,राजनीतिः जनसहभागितामूलक समावेशी लोकतन्त्रको जग नै स्थानीय तहः,No ,NC,ID
"संवैधानिक व्यवस्थाअनुसार आदिवासी जनजाति, मधेशी, लोपोन्मुख समुदाय र पिछडिएको क्षेत्रलाई परिलक्षित गर्दै स्वायत्त क्षेत्र, संरक्षित क्षेत्र र विशेष क्षेत्रको व्यवस्था गरिए तापनि ती अझै सम्बोधन भइसकेको छैन । अतः ती सबै व्यवस्थाहरु सम्बोधन गर्नका लागि निरन्तर पर्यत्नरत रहने छ ।",Inclusive Democracy ,Inclusive Representation,N/A ,N/A ,N/A ,No ,राजनीतिः जनसहभागितामूलक समावेशी लोकतन्त्रको जग नै स्थानीय तहः,No ,NC,ID
"महिला, दलित, मुस्लिम र अपाङ्गता भएका व्यक्तिहरुको सन्दर्भमा क्षतिपूर्तिसहितको विशेष अधिकारको व्यवस्था लागू गरिने छ ।",Inclusive Democracy ,Inclusive Representation,Special Rights,N/A ,N/A ,No ,राजनीतिः जनसहभागितामूलक समावेशी लोकतन्त्रको जग नै स्थानीय तहः,No ,NC,ID
संविधानले स्थानीय तहलाई विभाजन गरिएको क्षेत्राधिकारहरुको प्रयोजनको लागि नगर सभा र गाउँ सभाहरुबाट जनमुखी ऐन तथा कानुनहरु बनाउन जोड दिइने छ ।,Inclusive Democracy ,Constitution ,Local level,N/A ,N/A ,Yes,राजनीतिः जनसहभागितामूलक समावेशी लोकतन्त्रको जग नै स्थानीय तहः,No ,NC,ID
स्थानीय तहका सबै अंगहरुको बीचमासमन्वयात्मक रुपले सञ्चालन गरिने छ ।,Governance ,N/A ,N/A ,N/A ,N/A ,No ,सार्वजनिक प्रशासनको आधारः सुशासनः,No ,NC,GV
"दैनिक प्रशासनलाई जनसेवामुखी, प्रभावकारी, छिटो छरितो, सरल, सर्वसुलभ, पारदर्शी र उत्तरदायी बनाइने छ ।",Governance ,N/A ,N/A ,N/A ,N/A ,No ,सार्वजनिक प्रशासनको आधारः सुशासनः,No ,NC,GV
"सार्वजनिक प्रशासनलाई भ्रष्टाचार मुक्त बनाइने छ । योजनाहरु कार्यान्वयन भएको, नभएको अनुगमन र निरीक्षण प्रणालीलाई प्रभावकारी बनाइने छ ।",Governance ,Corruption free,N/A ,N/A ,N/A ,No ,सार्वजनिक प्रशासनको आधारः सुशासनः,No ,NC,GV
"प्रशासनिक जनशक्तिको व्यवस्थापन गर्दा अनुभव, क्षमता र योग्यताअनुरुप उपयुक्त पात्रलाई उपयुक्त स्थानमा राख्ने मान्यतालाई अवलम्वन गरिने छ ।",Governance ,Meritocracy,N/A ,N/A ,N/A ,No ,सार्वजनिक प्रशासनको आधारः सुशासनः,No ,NC,GV
"स्थानीय तहहरुको संचालन र व्यवस्थापन गर्दा संघ, प्रदेश र अन्य समकक्षी स्थानीय तहहरुबीच समन्वयात्मक सम्बन्धको विकास गरिने छ ।",Governance ,Local Government ,N/A ,N/A ,N/A ,No ,सार्वजनिक प्रशासनको आधारः सुशासनः,No ,NC,GV
कृषि बजारको व्यवस्थालाई व्यवस्थित गरी प्रत्येक गाउँमा कृषि उपजहरुको बजारको व्यवस्था गरिने छ ।,Agriculture ,Agricultural market system,N/A ,N/A ,N/A ,No ,कृषि नै ग्रामीण विकासको मूल आधारः,No ,NC,AG
कृषि उपजको भण्डारण र शितभण्डारणको व्यवस्था गरिने छ ।,Agriculture ,Agricultural product storage,Cold storage,N/A ,N/A ,No ,कृषि नै ग्रामीण विकासको मूल आधारः,No ,NC,AG
कृषि उत्पादनमा सहकारी प्रणालीलाई प्रोत्साहित गरिनेछ ।,Agriculture ,Agricultural Production Cooperative System,N/A ,N/A ,N/A ,No ,कृषि नै ग्रामीण विकासको मूल आधारः,No ,NC,AG
"किसान र उपभोक्ताबीचको विचौलियाहरुको तहगत संरचनालाई न्यूनीकरण गर्दै किसान र उपभोक्ताबीच प्रत्यक्ष सम्बन्ध र लाभको लागि बहुउद्देश्यीय सहकारी प्रणाली मार्फत् कृषि उत्पादन, उत्पादित वस्तुहरुको भण्डारण, ढुवानी र कृषि बजारको व्यवस्था गरिने छ ।",Agriculture ,Agricultural market system,Multipurpose Cooperative System,N/A ,N/A ,No ,कृषि नै ग्रामीण विकासको मूल आधारः,No ,NC,AG
साना तथा गरीविका रेखामुनि रहेका किसानहरुको लागि सहुलियत व्याज दरमा कृषि ऋणको व्यवस्था गरिने छ । ,Agriculture ,Agricultural loans at subsidized interest rate,N/A ,N/A ,N/A ,No ,कृषि नै ग्रामीण विकासको मूल आधारः,No ,NC,AG
कृषि पेशालाई प्रोत्साहित गर्न किसान पेन्सनको व्यवस्था गरिनेछ ।,Agriculture ,Farmers pension,N/A ,N/A ,N/A ,No ,कृषि नै ग्रामीण विकासको मूल आधारः,No ,NC,AG
अव्यवस्थित तथा छरिएर रहेको ग्रामीण बस्तीहरुलाई एकीकृत सघन बसोबासको लागि सघन वस्ती विकास कार्यक्रम सञ्चालन गरिने छ ।,Rural infrastructure ,Intensive Settlement Development Program,N/A ,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
"प्रत्येक ग्रामीण क्षेत्रहरुमा सफा खानेपानी, शौचालय, सरसफाई, फोहरमैला व्यवस्थापन, स्वास्थ्य सेवा केन्द्र, शिक्षालय, खेलमैदान, यातायात, इन्टरनेटको सेवालगायतका सूचना संचार केन्द्र आदि आधारभूत संरचनाहरुको विकासमा जोड दिइने छ ।",Rural infrastructure ,Basic infrastructure development,Information Communication Center,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
ग्रामीण सडक गुरुयोजनाको मापदण्ड बनाएर आर्थिक उत्पादनको गतिविधिसँग जोड्ने गरी ग्रामीण हरित सडक संजालको निर्माण र विस्तार गरिने छ ।,Rural infrastructure ,Rural road master plan,Village green road network,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
ग्रामीण क्षेत्रमा पर्यटन र वातावरणीय संरक्षणलाई ध्यानमा राखी पर्यटकीय पैदल मार्ग र केवल कारहरुको व्यवस्था गर्न जोड दिइने छ ।,Rural infrastructure ,Tourist walks,N/A ,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
गाउँहरुलाई स्मार्ट नमूना गाउँको रुपमा विकास र विस्तार गर्न जोड दिइने छ ।,Rural infrastructure ,Smart Model Village,N/A ,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
ग्रामीण क्षेत्रमा कृषिजन्यसाना तथा घरेलु उद्योगहरुमा जोड दिइने छ ।,Rural infrastructure ,Domestic industry,N/A ,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
त्यसप्रकारका उद्योगहरुलाई सहुलियत व्याज दरमा ऋण दिने व्यवस्था गरिने छ ।,Rural infrastructure ,Subsidized interest rate loans,N/A ,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
"पूर्वाधार विकासका परियोजनाहरु सञ्चालन गर्दा स्वदेशी पुँजी, स्थानीय स्रोत साधन र श्रममुखी साना तथा सरकारले धान्न सक्ने मझौला प्रकृतिका योजनाहरुमा जोड दिइने छ । ",Rural infrastructure ,N/A ,N/A ,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
एक गाउँ एक नमुना उद्योग स्थापना गर्न जोड दिइने छ ।,Rural infrastructure ,One village: one model industry,N/A ,N/A ,N/A ,No ,ग्रामीण पूर्वाधारको विकासः,No ,NC,RI
भूकम्पले क्षति पु¥याएका र पुनर्निमाण हुन बाँकी रहेका क्षेत्रहरुमा पुननिर्माणको कार्यक्रमलाई तीव्रता दिइने छ ।,Earthquake & Reconstruction,N/A ,N/A ,N/A ,N/A ,No ,भूकम्प र पुननिर्माणः,No ,NC,ER
पुननिर्माण गर्दा परम्परागत संस्कृतिको संरक्षण गर्दै आधुनिक प्रकारको सघन ग्रामीण वस्तीहरुको विकासमा जोड दिइने छ ।,Earthquake & Reconstruction,Intensive Settlement Development Program,Traditional culture promotion,N/A ,N/A ,No ,भूकम्प र पुननिर्माणः,No ,NC,ER
"वन संरक्षण, भू–संरक्षण, तटवन्धहरुको निर्माण, वृक्षारोपण, जैविक विविधताको संरक्षण र जडिबुटीको संरक्षण र उत्पादन लगायतका कार्यक्रमहरु सञ्चालन गरी हरियाली नेपाल निर्माणमा जोड दिइने छ । त्यस्तैगरी वन्यजन्तुहरुको व्यवस्थितरुपमा संरक्षण गरिने छ ।",Nature conservation,Medicinal herbs protection,Wild life management,N/A ,N/A ,No ,वन संरक्षण र हरियाली नेपालः,No ,NC,NC
"शहरी क्षेत्रमा शहरी विकासको निम्ति अल्पकालिक र दीर्घकालीन योजनाको तर्जुमा गरिने छ । तत्काल शहरी क्षेत्रमा सर्वसुलभ खाने पानीको व्यवस्था, फोहरमैलाको व्यवस्थापन, वायु प्रदूषणको नियन्त्रण, ट्राफिक व्यवस्थापन, अव्यवस्थित वसोवासको व्यवस्था, सुकुम्वासीहरुको वसोवासको व्यवस्था आदि अविलम्व गरिने छ ।",Urban development,Short-term and long-term planning,N/A ,N/A ,N/A ,No ,शहरी विकासः,No ,NC,UD
"दीर्घकालीन रुपमा शहरी क्षेत्रको भू–उपयोग नीति अवलम्वन गरी औद्योगिक क्षेत्र, व्यापारिक क्षेत्र, प्रशासनिक भवनहरु रहने क्षेत्र, शिक्षालयहरु रहने क्षेत्र, अस्पतालहरु रहने क्षेत्र, वसपार्क, खेलकूदका ग्राउण्ड र मनोरञ्जनका हलहरु रहने क्षेत्र, आवास क्षेत्र, फोहरमैला व्यवस्थापन क्षेत्र आदि शहरको लागि अत्यावश्यक पर्ने मुल क्षेत्रहरुको निर्धारण गर्ने र ती क्षेत्रहरुवीच जोड्ने द्रुतमार्गहरु–सडक, मेट्रो लाइन, खानेपानी आपूर्तिको व्यवस्था, विद्युत आपूर्तिको व्यवस्था, शहरको वीच वीचमा खाली जमिन राख्ने र ती खाली जमिनमा हरियाली पार्कहरु बनाउने आदिको दीर्घकालीन बृहत्तर शहरी विकास गुरुयोजनाको तर्जुमा गरिने छ । त्यही गुरुयोजनाको आधारमा पूर्वाधारहरुको निर्माण र विस्तार, सरकारी भवन र आवासहरुको निर्माण र विस्तार, वजार क्षेत्रको विस्तार आदि गरिने छ ।",Urban development,Infrastructure development ,N/A ,N/A ,N/A ,No ,शहरी विकासः,No ,NC,UD
शहरहरुलाई स्मार्ट नमूना शहरको रुपमा विकास र विस्तार गर्न जोड दिइने छ । नमूना शहरहरुको यातायातलाई विद्युतीकरण गरिने छ ।,Urban development,Model smart city,Urban transport electrification,N/A ,N/A ,No ,शहरी विकासः,No ,NC,UD
शहर वा नगरको विकासको लागि औद्योगिक क्षेत्रमा परिणत गर्ने नीति लिइने छ ।,Urban development,N/A ,N/A ,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,NC,UD
शहरी क्षेत्रमा राष्ट्रिय औद्योगिक पूंँजीवादको विकासमा जोड दिइने छ ।,Urban development,Development of national industrial capitalist,N/A ,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,NC,UD
"औद्योगिक विकासको लागि स्वदेशी पुँंजीको लगानी, स्वदेशी कच्चा पदार्थ, स्वदेशी श्रम र सीपलाई प्राथमिकता दिइने छ ।",Urban development,Investment of national capital,Local raw materials,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,NC,UD
औद्योगिक क्षेत्रलाई पूर्णतः विद्युतीकरण गरिने छ ।,Urban development,Industry electrification,N/A ,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,NC,UD
स्वदेशी पूँजीको लगानीबाट उत्पादित बस्तुहरुलाई देशभित्र नै बजारको सुनिश्चित गर्न जोड दिइने छ ।,Urban development,N/A ,N/A ,N/A ,N/A ,No ,"शहरीकरणको नमूना, औद्योगिक शहरको परिकल्पनाः",No ,NC,UD
नगरहरु अन्तर्राष्ट्रिय व्यापारसँग पनि सम्बन्धित हुने भएकोले अन्तर्राष्ट्रिय व्यापारमा देशभित्र नै औद्योगिक उत्पादन भएका तयारी वस्तुहरुको निर्यात व्यापारमा जोड दिइने छ ।,Economic development,Export based economy,N/A ,N/A ,N/A ,No ,निर्यातमुखी व्यापारः अन्तर्राष्ट्रिय व्यापारको आधारः,No ,NC,EC
वस्तु र सेवाहरु आयात गर्दा आन्तरिक रुपमा उत्पादन भएका वस्तुहरुको बजारलाई विस्थापन नहुने गरी बाहिरबाट वस्तुहरुको आयत गरिने छ ।,Economic development,Export based economy,N/A ,N/A ,N/A ,No ,निर्यातमुखी व्यापारः अन्तर्राष्ट्रिय व्यापारको आधारः,No ,NC,EC
"आर्थिक विकासको क्षेत्रमा सार्वजनिक क्षेत्रलाई प्राथमिकता र नेतृत्वदायी भूमिका, सहकारी प्रणालीलाई प्रोत्साहन र निजी क्षेत्रलाई सहयोगीको रुपमा लिइने छ ।",Economic development,Encourage co-operative system,Priority to public sector,N/A ,N/A ,No ,आर्थिक विकासको नीतिः,No ,NC,EC
"गैरआवासीय नेपालीहरुको पूँजी, सीप र दक्षतालाई कृषि तथा औद्योगिक विकासको क्षेत्रमा लगानी गर्न प्रोत्साहित गरिने छ ।",Economic development,NRNA investment ,Agricultural and Industrial Development,N/A ,N/A ,No ,आर्थिक विकासको नीतिः,No ,NC,EC
विकास निर्माणमा श्रम प्रधान र जनसहभागितामुलक परियोजनाहरुमा जोड दिइने छ ।,Economic development,Labor-intensive and public participation project,N/A ,N/A ,N/A ,No ,आर्थिक विकासको नीतिः,No ,NC,EC
"बजारमा बढ्दो महंगी, कालोबजार, एकाधिकार बजार, कृत्रिम अभाव आदिलाई नियन्त्रण गरी उपभोक्ता हितको संरक्षणमुखी बजारको व्यवस्था गरिने छ ।",Economic development,Customer centered market management ,Discouraging black market ,Consumer Interest Protection,N/A ,No ,उपभोक्ताहितमुखी बजार व्यवस्थाः,No ,NC,EC
जलविद्युत परियोजनाहरुलाई आन्तरिक उत्पादनमुखी क्षेत्रमा खपतको स्थितिको आधारमा परियोजनाहरुको सञ्चालन गरिनेछ ।,Water resources project,Internal consumption of hydro projects,N/A ,N/A ,N/A ,No ,जलस्रोत परियोजनाः आन्तरिक खपतमुखीः,No ,NC,WR
"परियोजनाहरु निर्माण गर्दा राज्यको लगानी, स्वदेशी पुँजी, जनताको शेयर लगानीको आधारमा निर्माण हुन सक्ने साना तथा मझौला प्रकृतिका परियोजनाहरुमा जोड दिइने छ ।",Water resources project,People stock investment,Stress in medium level projects,N/A ,N/A ,No ,जलस्रोत परियोजनाः आन्तरिक खपतमुखीः,No ,NC,WR
पर्यटन क्षेत्रलाई उद्योगको रुपमा रुपान्तरण गर्ने नीति लिइने छ । पर्यटन उद्योगको विकास र विस्तारको लागि प्रकृति र संस्कृतिका विविध गन्तव्य क्षेत्रहरु पहिल्याउँदै पर्यटन क्षेत्रमा प्रयोग हुने वस्तुहरुको उत्पादन देशभित्रै गर्ने नीति अवलम्बन गरिने छ ।,Tourism,Tourism Industry Development,N/A ,N/A ,N/A ,No ,पर्यटन व्यापारः उद्योगमा रुपान्तरणः,No ,NC,TO
नेपाली समाज बहुभाषी र बहुसांस्कृतिक विविधतायुक्त रहेको छ । परन्तु नेपालमाथि बाह्य सांस्कृतिक अतिक्रमण बढ्दो छ ।,Cultural heritage ,External cultural invasion,Diverse culture ,N/A ,N/A ,No ,सांस्कृतिक सम्पदाहरुको संरक्षणः नेपालको पहिचानः,No ,NC,CH
परम्परागत संस्कृतिको नाममा रुढिवादी संस्कृतिहरु पनि अझै कायम छन् ।,Cultural heritage ,Orthodox culture still in practice,Emphasize in preservation and promotion of historical monuments,N/A ,N/A ,No ,सांस्कृतिक सम्पदाहरुको संरक्षणः नेपालको पहिचानः,No ,NC,CH
रुढिवादी संस्कृति र बाह्य अतिक्रमित संस्कृतिलाई निरुत्साहित गर्दै असली जनसंस्कृति र ऐतिहासिक सम्पदाहरुको संरक्षण र सम्वद्र्धन गर्न जोड दिइने छ ।,Cultural heritage ,Culture protection,N/A ,N/A ,N/A ,No ,सांस्कृतिक सम्पदाहरुको संरक्षणः नेपालको पहिचानः,No ,NC,CH
"जनपक्षीय साहित्य–कला, संगीतको संरक्षण र सम्बद्र्धनमा जोड दिइने छ ।",Cultural heritage ,Emphasize in preservation and promotion of historical monuments,N/A ,N/A ,N/A ,No ,सांस्कृतिक सम्पदाहरुको संरक्षणः नेपालको पहिचानः,No ,NC,CH
प्राकृतिक स्रोत र साधनमाथि स्थानीय जनताको अग्राधिकार कायम गरिने छ ।,Natural resources,N/A ,N/A ,N/A ,N/A ,No ,प्राकृतिक स्रोतमाथि स्थानीय जनताको अग्राधिकारः,No ,NC,NR
"जल स्रोत, वनसम्पदा र खनिज पदार्थ आदिको प्रयोग गर्दा वातावरणीय प्रतिकूलता नहुने गरी गरिने छ ।",Natural resources,Environmental protection ,N/A ,N/A ,N/A ,No ,प्राकृतिक स्रोतमाथि स्थानीय जनताको अग्राधिकारः,No ,NC,NR
"कुनै पनि प्राकृतिक स्रोत र साधनहरु उद्योगको दृष्टिले कच्चा पदार्थ भएकोले त्यसको संकलन, उत्खनन वा प्रशोधन गर्दा औद्योगिक उत्पादनसँग जोड्ने गरी गरिने छ ।",Natural resources,N/A ,N/A ,N/A ,N/A ,No ,प्राकृतिक स्रोतमाथि स्थानीय जनताको अग्राधिकारः,No ,NC,NR
मुलुकमा युवा बेरोजगार समस्या तीव्रतर रुपमा बढ्दै गइरहेको छ र युवाहरु रोजगारको खोजीको क्रममा विदेशिन बाध्य भइरहेका छन् ।,Employment ,Youth unemployment,Foreign employment,N/A ,N/A ,No ,श्रम र रोजगारः,No ,NC,EM
देशभित्र नै रोजगार विस्तारको लागि श्रम र रोजगारमुलक कार्यक्रमहरुको संचालनमा जोड दिइने छ ।,Employment ,Labor and employment oriented program,N/A ,N/A ,N/A ,No ,श्रम र रोजगारः,No ,NC,EM
श्रम बैंकको व्यवस्था गरी त्यसमार्फत् जनशक्ति परिचालन गरिने छ ।,Employment ,Labor bank,N/A ,N/A ,N/A ,No ,श्रम र रोजगारः,No ,NC,EM
प्रत्येक गाउँमा युवा स्वरोजगार र गरिबी निवारण कोष खडा गरी रोजगारको व्यवस्था गरिने छ । ,Employment ,Youth employment and poverty alleviation fund,N/A ,N/A ,N/A ,No ,श्रम र रोजगारः,No ,NC,EM
उत्पादनमुलक रोजगारको व्यवस्था सुनिश्चित नहुँदासम्म वेरोजगार भत्ताको व्यवस्था गरिनेछ ।,Employment ,Production oriented employment system,Unemployment allowance,N/A ,N/A ,No ,श्रम र रोजगारः,No ,NC,EM
"लोकतान्त्रिक प्रणालीमा वालवालिकाहरुलाई अनिवार्य शिक्षा दिनु पर्ने, नागरिकहरुलाई स्वास्थ्य उपचारको सेवा दिनु पर्ने राज्यको दायित्व हो ।",Education & Health,Compulsory education,Compulsory health,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,NC,EH
"राज्यद्वारा नै अनिवार्य, निःशुल्क, गुणस्तरीय, रोजगारमूलक, व्यवहारिक र सर्वसुलभ सार्वजनिक शिक्षा दिने व्यवस्था गरिने छ ।",Education ,Health,Accessible Public Education,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,NC,ED
१२ कक्षासम्म अनिवार्य शिक्षा दिने र आवासीय शिक्षाको व्यवस्था गरिने छ । ,Education ,Health,12 Grade Compulsory Education,Residential education,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,NC,ED
बहुप्राविधिक शिक्षालयहरुको स्थापना र विस्तारमा जोड दिइने छ ।,Education ,Health,Polytechnic institutes,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,NC,ED
"त्यस्तैगरी राज्यद्वारा नै निःशुल्क, गुणस्तरीय सर्वसुलभ स्वास्थ्य उपचारको सेवा दिने व्यवस्था गरिने छ ।",Education ,Health,Free and quality health care ,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,NC,ED
प्रत्येक स्थानीय तहले कम्तिमा १५ शैयाको अस्पतालको व्यवस्था गर्ने छ । ,Education ,Health,Local Government ,15-bed hospital in rural level,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,NC,ED
प्रत्येक वडाहरुमा दक्ष जनशक्तिसहितको स्वास्थ्य चौकीको व्यवस्था गरिने छ ।,Education ,Health,One health post in each ward ,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,NC,ED
स्वस्थ पिउने पानी तथा सरसफाइको व्यवस्था सुनिश्चित गरिनेछ ।,Education ,Health,Drinking water and sanitation,N/A ,N/A ,No ,शिक्षा र स्वास्थ्य राज्यको दायित्वः,No ,NC,ED
आज मुलुकमाखाद्यान्नको अभावले कतिपय ग्रामीण क्षेत्रहरुमा भोकमरी हुने गरिरहेको छ ।,Food,Shelter,N/A ,N/A ,N/A ,No ,खाद्य तथा आवास राज्यको दायित्वः,No ,NC,FO
"सुकुम्वासीहरुको निम्ति आवासको व्यवस्था भइरहेको छैन खेती मजदुर, हलि गोठाला, कमैया, वादी समुदाय लगायतका श्रमिकहरुको वसोवास र रोजीरोटीको सुनिश्चिता भइरहेको छैन । अतः उनीहरुको लागि खाद्यान्न, आवास तथा रोजीरोटीको व्यवस्था राज्यद्वारा नै सुनिश्चित गरिने छ ।",Food,Shelter,N/A ,N/A ,N/A ,No ,खाद्य तथा आवास राज्यको दायित्वः,No ,NC,FO
